episode_id,method,outage_duration,outage_profile,seed,episode_seed,key_scheme,ablation_row,replication_lag,topology,source_node,reconnect_node,ttr_seconds,epoch_guard_result,tau_star,scenario_id,n_actions,n_eligible,n_duplicate,n_stale,n_escalated,n_invalidated,n_unsafe,unsafe_action_rate
7,naive_retry,0,no_outage,42,7402395530916152801,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
8,naive_retry,0,no_outage,42,8724166829153619146,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
9,naive_retry,0,no_outage,42,782643529747605933,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
10,naive_retry,0,no_outage,42,6479227627440033675,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
11,naive_retry,0,no_outage,42,7023552047045686970,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
12,naive_retry,0,no_outage,42,5395906353963648371,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
13,naive_retry,0,no_outage,42,6679330656813098539,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
14,naive_retry,0,no_outage,42,127052342326018953,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
15,naive_retry,0,no_outage,42,5831956561002521686,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
16,naive_retry,0,no_outage,42,2406240539150517371,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
17,naive_retry,0,no_outage,42,3093209162693453245,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
18,naive_retry,0,no_outage,42,4719464800140428728,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
19,naive_retry,0,no_outage,42,5976777388059991665,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
20,naive_retry,0,no_outage,42,5937833978577809804,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
21,naive_retry,0,no_outage,42,4310121555913197546,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
22,naive_retry,0,no_outage,42,1054772939703984325,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
23,naive_retry,0,no_outage,42,1012661865230956734,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
24,naive_retry,0,no_outage,42,2944087460718461064,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
25,naive_retry,0,no_outage,42,2600131967430203856,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
26,naive_retry,0,no_outage,42,1818164775831087962,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
27,naive_retry,0,no_outage,42,1747134178045978385,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
28,naive_retry,0,no_outage,42,6214224449722327468,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
29,naive_retry,0,no_outage,42,3693111445856886734,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
30,naive_retry,0,no_outage,42,2712530115223571237,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
31,naive_retry,0,no_outage,42,9001387079665679017,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
32,naive_retry,0,no_outage,42,8403681439586493046,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
33,naive_retry,0,no_outage,42,5973500082966852590,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
34,naive_retry,0,no_outage,42,2154771155602187417,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
35,naive_retry,0,no_outage,42,1201617493212837810,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
36,naive_retry,0,no_outage,42,8113600606757751618,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
37,naive_retry,0,no_outage,42,5966044130404079490,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
38,naive_retry,0,no_outage,42,5935153415243660632,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
39,naive_retry,0,no_outage,42,4904780358444023601,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
40,naive_retry,0,no_outage,42,2725303295019961959,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
41,naive_retry,0,no_outage,42,3385626455332600336,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
42,naive_retry,0,no_outage,42,6807066737933693402,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
43,naive_retry,0,no_outage,42,3818508072426707307,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
44,naive_retry,0,no_outage,42,5989935605830978328,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
45,naive_retry,0,no_outage,42,5043517921792099557,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
46,naive_retry,0,no_outage,42,8689701576347510619,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
47,naive_retry,0,no_outage,42,7826638887866958190,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
48,naive_retry,0,no_outage,42,7447679318209226253,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
49,naive_retry,0,no_outage,42,6558316221236358277,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
50,naive_retry,0,no_outage,42,1005527349787325974,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
51,naive_retry,0,no_outage,42,4418829669372179922,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
52,naive_retry,0,no_outage,42,9121429476892482875,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
53,naive_retry,0,no_outage,42,6065541902163522230,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
54,naive_retry,0,no_outage,42,429375924834288579,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
55,naive_retry,0,no_outage,42,2556152670291823007,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
56,naive_retry,0,no_outage,42,4189215745574074056,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
57,naive_retry,0,no_outage,42,3972421553741905788,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
58,naive_retry,0,no_outage,42,1159031312345461786,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
59,naive_retry,0,no_outage,42,8448815501995282720,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
60,naive_retry,0,no_outage,42,747365733318790196,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
61,naive_retry,0,no_outage,42,7785832875722347445,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
62,naive_retry,0,no_outage,42,7988837104097118581,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
63,naive_retry,0,no_outage,42,9082657693493068995,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
64,naive_retry,0,no_outage,42,6569846002372837778,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
65,naive_retry,0,no_outage,42,2572857205270993142,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
66,naive_retry,0,no_outage,42,2287254369593221830,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
67,naive_retry,0,no_outage,42,1025144477875419389,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
68,naive_retry,0,no_outage,42,8285739218419397076,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
69,naive_retry,0,no_outage,42,2802128407278775573,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
70,naive_retry,0,no_outage,42,4898574429683192988,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
71,naive_retry,0,no_outage,42,5486520457972949400,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
72,naive_retry,0,no_outage,42,4771737789448921926,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
73,naive_retry,0,no_outage,42,7998402855256794868,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
74,naive_retry,0,no_outage,42,1412857309677433859,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
75,naive_retry,0,no_outage,42,4518595104866992567,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
76,naive_retry,0,no_outage,42,5369191622692269281,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
77,naive_retry,0,no_outage,42,2894238572990432574,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
78,naive_retry,0,no_outage,42,2251225897168200791,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
79,naive_retry,0,no_outage,42,1186167116651723447,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
80,naive_retry,0,no_outage,42,2281948095122257606,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
81,naive_retry,0,no_outage,42,5102053413661800397,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
82,naive_retry,0,no_outage,42,9130472070230523553,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
83,naive_retry,0,no_outage,42,7012147805155193450,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
84,naive_retry,0,no_outage,42,9131498208383967434,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
85,naive_retry,0,no_outage,42,2301057450468410108,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
86,naive_retry,0,no_outage,42,7167544715649825602,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
87,naive_retry,0,no_outage,42,384954313182883225,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
88,naive_retry,0,no_outage,42,6619873378834568010,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
89,naive_retry,0,no_outage,42,8132479028989398053,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
90,naive_retry,0,no_outage,42,5439484113141281373,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
91,naive_retry,0,no_outage,42,249951595878542640,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
92,naive_retry,0,no_outage,42,7094622479203086091,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
93,naive_retry,0,no_outage,42,4210106790776938604,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
94,naive_retry,0,no_outage,42,7726760317642314978,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
95,naive_retry,0,no_outage,42,2343254677673292041,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
96,naive_retry,0,no_outage,42,7515396396027429470,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
97,naive_retry,0,no_outage,42,119372009757490146,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
98,naive_retry,0,no_outage,42,2652774221603588899,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
99,naive_retry,0,no_outage,42,622129338587227133,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
0,naive_retry,10,short_outage,42,2866848081352539021,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
1,naive_retry,10,short_outage,42,6810387037046929678,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
2,naive_retry,10,short_outage,42,3540158274263946312,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
3,naive_retry,10,short_outage,42,7198913053273608077,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
4,naive_retry,10,short_outage,42,3673532801655153964,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
5,naive_retry,10,short_outage,42,7773828098959418987,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
6,naive_retry,10,short_outage,42,2369480414972358074,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
7,naive_retry,10,short_outage,42,8693433459576724539,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
8,naive_retry,10,short_outage,42,6939879708836098551,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
9,naive_retry,10,short_outage,42,8031783755220023996,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
10,naive_retry,10,short_outage,42,3060289885736482680,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
11,naive_retry,10,short_outage,42,8815368483239951628,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
12,naive_retry,10,short_outage,42,8708391373953688283,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
13,naive_retry,10,short_outage,42,4012483013080891638,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
14,naive_retry,10,short_outage,42,5225252411284492836,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
15,naive_retry,10,short_outage,42,3624709530837727760,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
16,naive_retry,10,short_outage,42,832426567838653260,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
17,naive_retry,10,short_outage,42,1810816034321876074,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
18,naive_retry,10,short_outage,42,8346248459228596372,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
19,naive_retry,10,short_outage,42,764209554830437053,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
20,naive_retry,10,short_outage,42,766796477063335087,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
21,naive_retry,10,short_outage,42,6632237769977103553,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
22,naive_retry,10,short_outage,42,7549104624111403483,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
23,naive_retry,10,short_outage,42,4919296253813452763,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
24,naive_retry,10,short_outage,42,2953350425130853295,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
25,naive_retry,10,short_outage,42,6268219401365374491,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
26,naive_retry,10,short_outage,42,1192996962580678662,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
27,naive_retry,10,short_outage,42,7061571591602577880,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
28,naive_retry,10,short_outage,42,4661522025680686527,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
29,naive_retry,10,short_outage,42,1586425572389416189,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
30,naive_retry,10,short_outage,42,4069056536541060144,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
31,naive_retry,10,short_outage,42,2023016563583942892,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
32,naive_retry,10,short_outage,42,3838548320516840444,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
33,naive_retry,10,short_outage,42,5729761747584674291,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
34,naive_retry,10,short_outage,42,6583399740449207980,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
35,naive_retry,10,short_outage,42,6444120311469237824,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
36,naive_retry,10,short_outage,42,3673902961571146445,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
37,naive_retry,10,short_outage,42,366341592172424237,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
38,naive_retry,10,short_outage,42,5375078565477062151,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
39,naive_retry,10,short_outage,42,8766708580110675636,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
40,naive_retry,10,short_outage,42,94367508583359481,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
41,naive_retry,10,short_outage,42,4799166414455305222,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
42,naive_retry,10,short_outage,42,2092804875272821605,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
43,naive_retry,10,short_outage,42,1463328021399313735,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
44,naive_retry,10,short_outage,42,7095494484881429490,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
45,naive_retry,10,short_outage,42,5544010845816226267,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
46,naive_retry,10,short_outage,42,6595782991844681488,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
47,naive_retry,10,short_outage,42,1603931608100487468,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
48,naive_retry,10,short_outage,42,2481043784423175563,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
49,naive_retry,10,short_outage,42,5087490482320456846,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
50,naive_retry,10,short_outage,42,4863147287160789006,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
51,naive_retry,10,short_outage,42,1720780122206383341,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
52,naive_retry,10,short_outage,42,9055115686736857732,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
53,naive_retry,10,short_outage,42,4206652024388481717,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
54,naive_retry,10,short_outage,42,5699040023593366468,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
55,naive_retry,10,short_outage,42,2832079429857142087,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
56,naive_retry,10,short_outage,42,4962710736984065098,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
57,naive_retry,10,short_outage,42,6308825818009944834,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
58,naive_retry,10,short_outage,42,4003429142271407679,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
59,naive_retry,10,short_outage,42,6677296508096240582,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
60,naive_retry,10,short_outage,42,3559504509913690404,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
61,naive_retry,10,short_outage,42,6445666681503676895,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
62,naive_retry,10,short_outage,42,7451366952677784785,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
63,naive_retry,10,short_outage,42,3030598972393068913,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
64,naive_retry,10,short_outage,42,7403553107828140756,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
65,naive_retry,10,short_outage,42,3851828977038475179,intent,full,0,same-node,edge-a,edge-a,0.0,True,0.5051826557580381,replan-dup-2,2,2,0,0,0,0,0,0.0
